453,5291,-12
454,10737,5
455,17023,42036
456,6058,82789
457,20822,87049
458,2484,85697
459,1302,84405
460,-36,-25
461,1292,77497
462,-40,62054
463,-294,1471
464,279,-53
465,55175,78587
466,57721,-84
467,44659,-50
468,76845,0
469,85451,28214
470,84800,-19
471,86274,0
472,4121,1437
473,52851,3919
474,77069,0
475,80839,-50
476,77931,59475
477,76371,0
478,70081,-63
479,73146,63263
480,51677,-25
481,25519,0
482,77962,47768
483,19027,-51
484,14690,69054
485,6175,-62
486,38674,631
487,90031,81782
488,73683,-25
489,577,76297
490,39858,87020
491,6489,1469
492,529,63987
493,78274,88969
494,77609,74227
495,80649,71757
496,79859,72943
497,77382,-25
498,66190,78822
499,65873,-25
500,59628,71764
